"代码","名称","备注","涨幅","时间"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","3.12%","20250930"
"111","****","外销为主的笔记本、平板电脑等消费电子产品ODM厂商","0%","20250930"
"111","****","以吻合器为代表的外科手术医疗器械生产商","-1.6%","20250930"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","3.93%","20250930"
"111","****","公司发货量有望达到40-50GWh","-1.83%","20250930"
"111","****","公司发货量有望达到40-50GWh","-1.83%","20250930"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","2.59%","20250930"
"111","****","2025年出海销量持续超预期","0.55%","20250930"
"111","****","2021-2024年连续4年储能电池出货量排名全球第一，全","1.17%","20250930"
"111","****","国内领先的IC载板、半导体测试板供应商","-1.16%","20250930"
"111","****","通信PCB全球市占率第二，3.1%。主营印制电路板、封装基板","-2.1%","20250930"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","8.2%","20250930"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","9.34%","20250930"
"111","****","中国大陆领先的存储芯片设计公司，中小型NOR、NAND闪存市","-3.29%","20250930"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","11.88%","20250930"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","8.31%","20250930"
"111","****","全球激光打印市场份额第四，业务包含集成电路设计及应用业务","-1.63%","20250930"
"111","****","全球纸质载带龙头企业，市占率全球第一，纸质载带为基，塑料载带","3.3%","20250930"
"111","****","2025年出海销量持续超预期","0.55%","20250930"
"111","****","2021-2024年连续4年储能电池出货量排名全球第一，全","1.17%","20250930"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","1.94%","20250930"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","3.12%","20250930"
"111","****","和而泰、拓邦股份在智能控制器领域形成双龙头格局。参股摩尔线程","-1.21%","20250930"
"111","****","胜宏科技在AIPCB市场已是全球领军","-1.82%","20250930"
"111","****","4个自建自营的数据中心，运营机柜按标准机柜折算超过57","-0.94%","20250930"
"111","****","公司发货量有望达到40-50GWh","-1.83%","20250930"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","8.2%","20250930"
"111","****","中国大陆领先的存储芯片设计公司，中小型NOR、NAND闪存市","-3.29%","20250930"
"111","****","和而泰、拓邦股份在智能控制器领域形成双龙头格局。参股摩尔线程","-1.21%","20250930"
"111","****","胜宏科技在AIPCB市场已是全球领军","-1.82%","20250930"
"111","****","4个自建自营的数据中心，运营机柜按标准机柜折算超过57","-0.94%","20250930"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","-2.47%","20250930"
"111","****","国内汽车动力传动系统总成和零部件骨干企业，公司投资参股无锡泉","-2.33%","20250930"
"111","****","家用屏蔽泵国内龙头，拓展数据中心液冷泵业务","-1.92%","20250930"
"111","****","HVDC电源领先，HVDC有望逐渐取代UPS","-2.89%","20250930"
"111","****","公司万向节全球规模领先，传动轴国内规模前三，国内配套市场占有","-2.47%","20250930"
"111","****","国内汽车动力传动系统总成和零部件骨干企业，公司投资参股无锡泉","-2.33%","20250930"
"111","****","成长向好，盈利平稳","-2.28%","20250930"
"111","****","洁净室工程行业技术领先龙头，市占率排名第四，6%","-2.8%","20250930"
"111","****","2023年海上风电新增装机第一，占比40.9%","-0.19%","20250930"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","1.94%","20250930"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","9.34%","20250930"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","8.2%","20250930"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","11.88%","20250930"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","8.31%","20250930"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","12.32%","20250930"
"111","****","中芯国际是全球第五、中国大陆第一大晶圆代工龙头。全球市占率5","3.02%","20250930"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","3.93%","20250930"
"111","****","物联网AIOT系统级(SOC)芯片排名第一，旗舰芯片RK3","4.96%","20250930"
"111","****","国内音视频SoC主控芯片领域的领导者，扫地机器人SoC核心","4.24%","20250930"
"111","****","乐鑫在分支领域Wi-FiMCU市场中出货量第一，在大","8.82%","20250930"
"111","****","公司为国内智能机顶盒芯片龙头厂商，公司Wi-Fi芯片发","5.39%","20250930"
"111","****","全球智能音频SoC芯片领域的龙头，S0C芯片产品数量第四","7.25%","20250930"
"111","****","公司蓝牙SOC芯片市占率第一，公司推出全球首颗应用于物联网领","3.13%","20250930"
"111","****","公司蜂窝IoT芯片市占率约为10.4%。公司是国内少数","6.11%","20250930"
"111","****","外销为主的笔记本、平板电脑等消费电子产品ODM厂商","0%","20250930"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","3.93%","20250930"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","1.59%","20250930"
"111","****","全国领先的新媒体业务运营商","0.98%","20250930"
"111","****","2025年出海销量持续超预期","0.55%","20250930"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","9.34%","20250930"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","8.2%","20250930"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","11.88%","20250930"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","8.31%","20250930"
"111","****","国内唯一实现刻蚀用单晶硅材料量产的国内厂商","12.32%","20250930"
"111","****","中芯国际是全球第五、中国大陆第一大晶圆代工龙头。全球市占率5","3.02%","20250930"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","3.12%","20250930"
"111","****","鼎芯光电建成国内稀缺的IDM激光器芯片工厂，100GEM","1.76%","20250930"
"111","****","上海电气核岛主设备国内综合市场占有率持续居于行业第一，生产世","1.94%","20250930"
"111","****","数据中心柴油发电机组市占率全球第六，7%；内河航运中速柴油机","-1.41%","20250930"
"111","****","专注军工装备及应急装备，数据中心用柴油发电机组市占率国内第四","2.2%","20250930"
"111","****","以军工业务为主，在国防光电测控领域领先地位。大股东长春光机所","1.59%","20250930"
"111","****","拥有蓝宝石生长-初加工-深加工全套设备及工艺能力，软磁行业的","-2.07%","20250930"
"111","****","公司发货量有望达到40-50GWh","-1.83%","20250930"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","2.59%","20250930"
"111","****","2025年出海销量持续超预期","0.55%","20250930"
"111","****","2021-2024年连续4年储能电池出货量排名全球第一，全","1.17%","20250930"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","3.12%","20250930"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","3.12%","20250930"
"111","****","2021-2024年连续4年储能电池出货量排名全球第一，全","1.17%","20250930"
"111","****","锂离子电池及系统、铅蓄电池及系统、氢能关键设备及锂、铅资源再","2.59%","20250930"
"111","****","福布斯全球金属矿业企业第五位、全球黄金企业第一位，铜、金业务","3.12%","20250930"
"111","****","国内领先的IC载板、半导体测试板供应商","-1.16%","20250930"
"111","****","通信PCB全球市占率第二，3.1%。主营印制电路板、封装基板","-2.1%","20250930"
"111","****","公司在NORFlash领域全球市占率第二，达23%。","8.2%","20250930"
"111","****","佰维存储eMMC及UFS嵌入式存储产品全球第八、国内第二","9.34%","20250930"
"111","****","中国大陆领先的存储芯片设计公司，中小型NOR、NAND闪存市","-3.29%","20250930"
"111","****","NORFLASH市占率A股第三，全球市占率2.7%。公司是","11.88%","20250930"
"111","****","主营电子元器件产品分销，拥有拥有SK海力士、联发科及","8.31%","20250930"
"111","****","全球激光打印市场份额第四，业务包含集成电路设计及应用业务","-1.63%","20250930"
"111","****","“现金奶牛”收益稳健，数据资源入表带来估值提升空间","0%","20250930"
"111","****","公司是全球网络规模第一、客户规模第一、收入规模第一的通信信息","-0.57%","20250930"
"111","****","服务器出货量全球第二，存储装机容量全球第三，人工智能服务器销","2.51%","20250930"
"111","****","武汉国资委旗下，激光产业的知名高科技公司，光模块业务全球第八","-6.73%","20250930"
"111","****","国内领先的软件与信息技术服务商，华为鸿蒙核心合作伙伴","0.91%","20250930"
"111","****","神州鲲泰服务器为鲲鹏领先级合作伙伴昇腾优选级合作伙伴","0.83%","20250930"
"111","****","边缘计算、边缘算力调度龙头企业","0.35%","20250930"
"111","****","国内综合规模TOP3的第三方数据中心运营商","-1.98%","20250930"
"111","****","4个自建自营的数据中心，运营机柜按标准机柜折算超过57","-0.94%","20250930"
"111","****","主营建筑业务，实控人控股华鲲振宇有注入预期","0.08%","20250930"
"111","****","全球唯一集“光通信系统、光纤光缆、光电子器件”光通信三大战略","-1.89%","20250930"
"111","****","金融机具龙头地位稳固，金融信创+出海战略同步推进","-0.43%","20250930"
"111","****","全球蜂窝物联网模组龙头，份额全球第一，布局物联网解决方案及车","2.86%","20250930"
"111","****","行业领先的人工智能物联网服务提供商，珠海国资委旗下","0.84%","20250930"
"111","****","全球最大的制冷控制元器件和全球领先的汽车空调及热管理系统控制","3.93%","20250930"
